numberArgument,numberAdvocate,nameAdvocate,homeAdvocate,selfAdvocate,argsAdvocate,dateArgument,caseInfo,citeInfo,corrections
143,26,"Beatrice Rosenberg","",false,13,"Oct. 29, 1957","United States v. Sharpnack (No. 35), 355 U.S. 286 (1958)","1957 J. Sup. Ct. U.S. 54",""
144,44,"Ruth Kessler Toch","New York Ass't Attorney General",false,1,"Mar. 4, 1958","Lerner v. Casey (No. 183), 357 U.S. 468 (1958)","1957 J. Sup. Ct. U.S. 183",""
145,26,"Beatrice Rosenberg","",false,14,"May 19, 1958","Gore v. United States (No. 668), 357 U.S. 386 (1958)","1957 J. Sup. Ct. U.S. 283",""
146,25,"Bessie Margolin","",false,17,"Oct. 21, 1958","Mitchell v. Lublin, McGaughey & Assoc. (No. 37), 358 U.S. 207 (1959)","1958 J. Sup. Ct. U.S. 56",""
147,26,"Beatrice Rosenberg","",false,15,"Jan. 14, 1959","Woody v. United States (No. 135), 359 U.S. 118 (1959)","1958 J. Sup. Ct. U.S. 133",""
148,30,"Melva M. Graney","",false,4,"Feb. 26, 1959","Sims v. United States (No. 88), 359 U.S. 108 (1959)","1958 J. Sup. Ct. U.S. 170",""
149,25,"Bessie Margolin","",false,18,"Mar. 3, 1959","Mitchell v. Kentucky Finance (No. 161), 359 U.S. 290 (1959)","1958 J. Sup. Ct. U.S. 180",""
150,21,"Anne X. Alpern","",false,4,"Apr. 2, 1959","Martin v. Creasy (No. 157), 360 U.S. 219 (1959)","1958 J. Sup. Ct. U.S. 211",""
151,45,"Thelma C. Furry","Akron, OH",false,1,"Apr. 23, 1959","Morgan v. Ohio (No. 463), 358 U.S. 863 (1958)","1958 J. Sup. Ct. U.S. 235",""
152,46,"Ann Fagan Ginger","Brooklyn, NY",false,1,"Apr. 23, 1959","Morgan v. Ohio (No. 463), 358 U.S. 863 (1958)","1958 J. Sup. Ct. U.S. 235",""
153,26,"Beatrice Rosenberg","",false,16,"Apr. 28, 1959","Rosenberg v. United States (No. 451), 360 U.S. 367 (1959)","1958 J. Sup. Ct. U.S. 243",""
154,47,"Lois G. Forer","Pennsylvania Deputy Attorney General",false,1,"May 22, 1959","Illinois v. Michigan (No. 15 Orig.), 360 U.S. 712 (1959)","1958 J. Sup. Ct. U.S. 272",""
155,25,"Bessie Margolin","",false,19,"Nov. 16, 1959","Mitchell v. Robert DeMario Jewelry (No. 39), 361 U.S. 288 (1960)","1959 J. Sup. Ct. U.S. 91",""
156,25,"Bessie Margolin","",false,20,"Nov. 17, 1959","Mitchell v. Oregon Frozen Foods (No. 33), 361 U.S. 288 (1960)","1959 J. Sup. Ct. U.S. 92",""
157,26,"Beatrice Rosenberg","",false,17,"Dec. 8, 1959","United States v. Robinson (No. 16), 361 U.S. 220 (1960)","1959 J. Sup. Ct. U.S. 116",""
158,25,"Bessie Margolin","",false,21,"Jan. 11, 1960","Arnold v. Ben Kanowsky Inc. (No. 60), 361 U.S. 388 (1960)","1959 J. Sup. Ct. U.S. 140",""
159,25,"Bessie Margolin","",false,22,"Feb. 25, 1960","Mitchell v. H.P. Zachry Co. (No. 83), 362 U.S. 310 (1960)","1959 J. Sup. Ct. U.S. 182",""
160,26,"Beatrice Rosenberg","",false,18,"Nov. 16, 1960","Carbo v. United States (No. 72), 364 U.S. 611 (1961)","1960 J. Sup. Ct. U.S. 106",""
161,45,"Thelma C. Furry","",false,2,"Feb. 27-28, 1961","Slagle v. Ohio (No. 105), 366 U.S. 259 (1961)","1960 J. Sup. Ct. U.S. 196",""
162,48,"Harriet Pilpel","New York, NY, Planned Parenthood Federation of America, Inc.",false,1,"Mar. 1, 1961","Poe v. Ullman (Nos. 60-61), 367 U.S. 497 (1961)","1960 J. Sup. Ct. U.S. 198",""
163,49,"Anna R. Lavin","Chicago, IL",false,1,"Mar. 22, 1961","Montana v. Kennedy (No. 198), 366 U.S. 308 (1961)","1960 J. Sup. Ct. U.S. 228",""
164,50,"Gertrude Bauer Mahon","Ass't County Prosecutor, Cuyohoga County, OH",false,1,"Mar. 29, 1961","Mapp v. Ohio (No. 236), 367 U.S. 643 (1961)","1960 J. Sup. Ct. U.S. 240",""
165,51,"Catherine Zorn","Oregon Ass't Attorney General",false,1,"Mar. 30, 1961","Kolovrat v. Oregon (No. 102), 366 U.S. 187 (1961)","1960 J. Sup. Ct. U.S. 242",""
166,25,"Bessie Margolin","",false,23,"Mar. 30, 1961","Goldberg v. Whitaker House Cooperative (No. 274), 366 U.S. 28 (1961)","1960 J. Sup. Ct. U.S. 242",""
167,52,"Rosalie S. Asher","Sacramento, CA",false,1,"Apr. 25, 1961","Atchley v. California (No. 95), 366 U.S. 207 (1961)","1960 J. Sup. Ct. U.S. 294",""
168,35,"Doris H. Maier","",false,2,"Apr. 25, 1961","Atchley v. California (No. 95), 366 U.S. 207 (1961)","1960 J. Sup. Ct. U.S. 95",""
169,51,"Catherine Zorn","",false,2,"Apr. 25, 1961","United States v Oregon (No. 329), 366 U.S. 643 (1961)","1960 J. Sup. Ct. U.S. 294",""
170,26,"Beatrice Rosenberg","",false,19,"May 3, 1961","Gori v. United States (No. 486), 367 U.S. 364 (1961)","1960 J. Sup. Ct. U.S. 310",""
171,44,"Ruth Kessler Toch","",false,2,"Oct. 12, 1961","Western Union v. Pennsylvania (No. 15), 368 U.S. 71 (1961)","1961 J. Sup. Ct. U.S. 50",""
172,53,"Constance B. Motley","Associate Counsel, NAACP Legal Defense Fund",false,1,"Oct. 17, 1961","Hamilton v. Alabama (No. 32), 368 U.S. 52 (1961)","1961 J. Sup. Ct. U.S. 59","aka Constance Baker Motley"
173,26,"Beatrice Rosenberg","",false,20,"Nov. 13, 1961","Hodges v. O'Connell (No. 58), 368 U.S. 139 (1961)","1961 J. Sup. Ct. U.S. 94",""
174,54,"Julia P. Cooper","Attorney, U.S. Dep't of Justice",false,1,"Dec. 5, 1961","Machibroda v. United States (No. 69), 368 U.S. 487 (1962)","1961 J. Sup. Ct. U.S. 114",""
175,53,"Constance B. Motley","",false,2,"Feb. 27, 1962","Turner v. City of Memphis (No. 84), 369 U.S. 350 (1962)","1961 J. Sup. Ct. U.S. 194",""
176,53,"Constance B. Motley","",false,3,"Nov. 6, 1962","Gober v. City of Birmingham (No. 66), 373 U.S. 372 (1963)","1962 J. Sup. Ct. U.S. 84",""
177,53,"Constance B. Motley","",false,4,"Nov. 6, 1962","Shuttlesworth v. City of Birmingham (No. 64), 373 U.S. 262 (1963)","1962 J. Sup. Ct. U.S. 84",""
178,55,"Jewell S. Lafontant","Chicago, IL",false,1,"Feb. 19, 1963","Lynumn v. Illinois (No. 9), 372 U.S. 528 (1963)","1962 J. Sup. Ct. U.S. 205","Assuming Jewel Rogers Lafontant is actually Jewell S. Lafontant"
179,26,"Beatrice Rosenberg","",false,21,"Feb. 25, 1963","Sanders v. United States (No. 202), 373 U.S.1 (1963)","1962 J. Sup. Ct. U.S. 216",""
180,56,"Shirley Adelson Siegel","New York Ass't Attorney General",false,1,"Mar. 28, 1963","Colorado Comm'n v. Continental Airlines (No. 146), 372 U.S. 714 (1963)","1962 J. Sup. Ct. U.S. 250",""
181,53,"Constance B. Motley","",false,5,"Apr. 17-18, 1963","Watson v. City of Memphis (No. 424), 373 U.S. 526 (1963)","1962 J. Sup. Ct. U.S. 272, 273",""
182,53,"Constance B. Motley","",false,6,"Oct. 14, 1963","Bouie v. City of Columbia and Barr v. City of Columbia (Nos. 9 & 10), 378 U.S. 146 (1964)","1963 J. Sup. Ct. U.S. 48",""
183,57,"Mary Moran Pajalich","General Counsel, California Public Utilities Comm'n",false,1,"Jan. 14, 1964","Federal Power Commission v. Southern Cal. Edison Co. (Nos. 71 & 73), 376 U.S. 205 (1964)","1963 J. Sup. Ct. U.S. 170",""
184,58,"Edith Lowenstein","New York, NY",false,1,"Mar. 5, 1964","Mrvica v. INS (No. 353), 376 U.S. 560 (1964)","1963 J. Sup. Ct. U.S. 224",""
185,53,"Constance B. Motley","",false,7,"Mar. 31, 1964","Calhoun v. Latimer (No. 260), 377 U.S. 263 (1964)","1963 J. Sup. Ct. U.S. 260",""
186,26,"Beatrice Rosenberg","",false,22,"Apr. 20, 1964","United States v. Tateo (No. 328), 377 U.S. 463 (1964)","1963 J. Sup. Ct. U.S. 282",""
187,53,"Constance B. Motley","",false,8,"Oct. 12, 1964","Lupper v. Arkansas (No. 5), reported as Hamm v. City of Rock Hill, 379 U.S. 306 (1964)","1964 J. Sup. Ct. U.S. 45",""
188,59,"Barbara A. Morris","Associate Counsel, NAACP, New York, NY",false,1,"Oct. 13, 1964","Henry v. Mississippi (No. 6), 379 U.S. 443 (1965)","1964 J. Sup. Ct. U.S. 47",""
189,26,"Beatrice Rosenberg","",false,23,"Nov. 18, 1964","Singer v. United States (No. 42), 380 U.S. 24 (1965)","1964 J. Sup. Ct. U.S. 94",""
190,53,"Constance B. Motley","",false,9,"Dec. 8, 1964","Swain v. Alabama (No. 64), 380 U.S. 202 (1995)","1964 J. Sup. Ct. U.S. 116",""
191,60,"Elizabeth Palmer","California Deputy Attorney General",false,1,"Jan. 19, 1965","Dep't of Mental Hygiene of California v. Kirchner (No. 111), 380 U.S. 194 (1965)","1964 J. Sup. Ct. U.S. 156",""
192,61,"Mary K. Wall","Texas Ass't Attorney General",false,1,"Jan. 28, 1965","Carrington v. Rash (No. 82), 380 U.S. 89 (1965)","1964 J. Sup. Ct. U.S. 171",""
193,26,"Beatrice Rosenberg","",false,24,"Nov. 10 & 15, 1965","United States v. Johnson (No. 25), 383 U.S. 169 (1966)","1965 J. Sup. Ct. U.S. 118, 128",""
194,25,"Bessie Margolin","",false,24,"Dec. 8, 1965","Wirtz v. Steepleton General Tire Co. (No. 31), 383 U.S. 190 (1966)","1965 J. Sup. Ct. U.S. 160",""
195,44,"Ruth Kessler Toch","",false,3,"Feb. 23, 1966","Seagram v. Hostetter (No. 545), 384 U.S. 35 (1966)","1965 J. Sup. Ct. U.S. 249",""
196,62,"Jean M. Coon","New York Ass't Attorney General",false,1,"Apr. 18, 1966","Katzenbach v. Morgan (No. 847), 384 U.S. 641 (1966)","1965 J. Sup. Ct. U.S. 401",""
197,63,"Betty D. Friedlander","Waverly, NY",false,1,"Nov. 7, 1966","United States v. Fabrizio (No. 47), 385 U.S. 263 (1966)","1966 J. Sup. Ct. U.S. 104",""
198,23,"Elizabeth W. Hulen","",false,3,"Jan. 11, 1947","Pierson v. Ray (Nos. 79 & (94), 386 U.S. 547 (1967)","1966 J. Sup. Ct. U.S. 185",""
199,26,"Beatrice Rosenberg","",false,25,"Feb. 16, 1967","U.S. v. Wade (No. 334), 388 U.S. 218 (1967)","1966 J. Sup. Ct. U.S. 237",""
200,39,"Blanch Freedman","",false,3,"Mar. 14, 1967","Boutilier v. INS (No. 440), 387 U.S. 118 (1967)","1966 J. Sup. Ct. U.S. 281",""
201,64,"Gretchen White Oberman","Legal Aid Bureau, New York, NY",false,1,"Dec. 11-12, 1967","Sibron v. New York (No. 63), 392 U.S. 40 (1968)","1967 J. Sup. Ct. U.S. 200, 201",""
202,65,"Dorothy D. Wolbrette","Louisiana Ass't Attorney General",false,1,"Jan. 17, 1968","Duncan v. Louisiana (No. 410), 391 U.S. 145 (1968)","1967 J. Sup. Ct. U.S. 240",""
203,66,"Brenda Soloff","New York Ass't Attorney General",false,1,"Mar. 27, 1968","Carafas v. LaVallee (No. 71), 391 U.S. 234 (1968)","1967 J. Sup. Ct. U.S. 340",""
204,62,"Jean M. Coon","",false,2,"Apr. 22, 1968","Board of Education v. Allen (No. 660), 392 U.S. 236 (1968)","1967 J. Sup. Ct. U.S. 381",""
205,67,"Mary Lee Stapp","Alabama Ass't Attorney General",false,1,"Apr. 23, 1968","King v. Smith (No. 949), 392 U.S. 309 (1968)","1967 J. Sup. Ct. U.S. 383","Added Journal page no. 383"
206,68,"Lorna Lawhead Williams","Iowa Special Ass't Attorney General",false,1,"May 1, 1968","Shapiro v. Thompson, 394 U.S. 618 (1969)","1967 J. Sup. Ct. U.S. 400",""
207,69,"Eleanor Holmes Norton","New York, NY, American Civil Liberties Union",false,1,"Oct. 21, 1968","Carroll v. Princess Anne (No. 6), 393 U.S. 175 (1968)","1968 J. Sup. Ct. U.S. 77",""
208,68,"Lorna Lawhead Williams","",false,2,"Oct. 23, 1968","Shapiro v. Thompson (No. 813), 394 U.S. 618 (1969)","1968 J Sup Ct U.S. 80","aka Lorna Lawhead"
209,35,"Doris H. Maier","",false,3,"Nov. 19, 1968","Foster v. California (No. 47), 394 U.S. 440 (1969)","1968 J. Sup. Ct. U.S. 120",""
210,70,"Louise Korns","New Orleans Ass't District Attorney",false,1,"Dec. 10, 1968","Skinner v. Louisiana (No. 44), 393 U.S. 473 (1969),","1968 J. Sup. Ct. U.S. 146",""
211,49,"Anna R. Lavin","",false,2,"Feb. 26, 1969","United States v. United States Coin and Currency, 401 U.S. 715 (1971)","1968 J. Sup. Ct. U.S. 245",""
212,26,"Beatrice Rosenberg","",false,26,"Mar. 26, 1969","Rodriquez v. United States (No. 749), 395 U.S. 327 (1969)","1968 J. Sup. Ct. U.S. 294",""
213,71,"Eleanor Jackson Piel","New York, NY",false,1,"Apr. 1, 1969","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1968 J. Sup. Ct. U.S. 309",""
214,72,"Maria L. Marcus","New York Ass't Attorney General",false,1,"Apr. 1, 1969","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1968 J. Sup. Ct. U.S. 309",""
215,60,"Elizabeth Palmer","",false,2,"Oct. 13, 1969","Wheeler v. Montgomery (No. 14), 397 U.S. 280 (1970)","1969 J. Sup. Ct. U.S. 45",""
216,73,"Phyllis Skloot Bamberger","New York, NY, Legal Aid Society",false,1,"Oct. 15, 1969","Minor v. United States (No. 189), 396 U.S. 87 (1969)","1969 J. Sup. Ct. U.S. 48",""
217,71,"Eleanor Jackson Piel","",false,2,"Nov. 12, 1969","Adickes v. Kress (No. 79), 398 U.S. 144 (1970)","1969 J. Sup. Ct. U.S. 102","originally listed as her 4th argument"
218,74,"Doris R. Bray","Greensboro, NC",false,1,"Nov. 17, 1969","North Carolina v. Alford (OT 1969 No. 50, OT 1970 No. 14), 400 U.S. 25 (1970)","1969 J. Sup. Ct. U.S. 115",""
219,75,"Rena K. Uviller","New York, NY, Legal Aid Society",false,1,"Jan. 20, 1970","In the Matter of Samuel Winship (No. 778), 397 U.S. 358 (1970)","1969 J. Sup. Ct. U.S. 208",""
220,66,"Brenda Soloff","",false,2,"Feb. 24, 1970","McMann v. Richardson (No. 153), 397 U.S. 759 (1970)","1969 J. Sup. Ct. U.S. 249",""
221,64,"Gretchen White Oberman","",false,2,"Feb. 24, 1970","McMann v. Richardson (No. 153), 397 U.S. 759 (1970)","1969 J. Sup. Ct. U.S. 249",""
222,70,"Louise Korns","",false,2,"Mar. 4-5, 1970","Vale v. Louisiana (No. 727), 399 U.S. 30 (1970)","1969 J. Sup. Ct. U.S. 282, 283",""
223,76,"Louise H. Renne","California Deputy Attorney General",false,1,"Mar. 31, 1970","Nelson v. George (No. 595), 399 U.S. 224 (1970)","1969 J. Sup. Ct. U.S. 324",""
224,77,"Carol Mary Los","Pennsylvania Ass't District Attorney",false,1,"Apr. 27, 1970","Chambers v. Moroney (No. 830), 399 U.S. 42 (1970)","1969 J. Sup. Ct. U.S. 377",""
225,71,"Eleanor Jackson Piel","",false,3,"reargued Apr. 29, 1970","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1969 J. Sup. Ct. U.S. 380;","originally listed as her 2nd argument"
226,72,"Maria L. Marcus","",false,2,"reargued Apr. 29, 1970","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1969 J. Sup. Ct. U.S. 380;",""
227,74,"Doris R. Bray","",false,2,"reargued Oct. 14, 1970","North Carolina v. Alford (OT 1969 No. 50, OT 1970 No. 14), 400 U.S. 25 (1970)","1970 J. Sup. Ct. U.S. 55",""
228,66,"Brenda Soloff","",false,3,"Oct. 20, 1970","Wyman v. James (No. 69), 400 U.S. 309 (1971)","1970 J. Sup. Ct. U.S. 70",""
229,49,"Anna R. Lavin","",false,3,"Oct. 20, 1970","United States v. United States Coin and Currency, 401 U.S. 715 (1971)","1970 J. Sup. Ct. U.S. 70",""
230,78,"Malvine Nathanson","New York, NY",false,1,"Nov. 9, 1970","Piccirillo v. New York (No. 97), 400 U.S. 548 (1971)","1970 J.Sup. Ct. U.S. 110",""
231,71,"Eleanor Jackson Piel","",false,4,"reargued Nov. 16, 1970","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1970 J. Sup. Ct. U.S. 121","originally listed as her 3rd argument"
232,72,"Maria L. Marcus","",false,3,"reargued Nov. 16, 1970","Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)","1970 J. Sup. Ct. U.S. 121",""
233,79,"Doris Friedman Ulman","Spring Valley, NY",false,1,"Nov. 19, 1970","Abate v. Mundt (No. 71), 403 U.S. 182 (1971)","1970 J. Sup. Ct. U.S. 125",""
234,80,"Elizabeth B. DuBois","New York, NY",false,1,"Dec. 7, 1970","Groppi v. Wisconsin (No. 26), 400 U.S. 505 (1971)","1970 J. Sup. Ct. U.S. 177",""
235,76,"Louise H. Renne","",false,2,"Dec. 8, 1970","California v. Byers (No. 75), 402 U.S. 424 (1971)","1970 J. Sup. Ct. U.S. 180",""
236,77,"Carol Mary Los","",false,2,"Dec. 17, 1970","Mayberry v. Pennsylvania (No. 121), 400 U.S. 455 (1971)","1970 J. Sup. Ct. U.S. 203","originally Mary Carol Los"
237,81,"Sybil H. Landau","New York, NY",false,1,"Dec. 17, 1970","Harris v. New York (No. 206), 401 U.S. 222 (1971)","1970 J. Sup. Ct. U.S. 203",""
238,70,"Louise Korns","",false,3,"Mar. 1, 1971","Johnson v. Louisiana, 406 U.S. 356 (1972)","1970 J. Sup. Ct. U.S. 361",""
239,82,"Elizabeth R. Rindskopf","Atlanta, GA, Cooperating Attorney, NAACP Legal Defense Fund",false,1,"Mar. 23, 1971","Bell v. Burson (No. 5586), 402 U.S. 535 (1971)","1970 J. Sup. Ct. U.S. 417","aka Elizabeth Roediger Rindskopf"
240,83,"Dorothy T. Beasley","Georgia Ass't Attorney General",false,1,"Mar. 23, 1971","Bell v. Burson (No. 5586), 402 U.S. 535 (1971)","1970 J. Sup. Ct. U.S. 417",""
241,26,"Beatrice Rosenberg","",false,27,"Mar. 23, 1971","United States v. Harris (No. 30), 403 U.S. 573 (1971)","1970 J. Sup. Ct. U.S. 417",""
242,26,"Beatrice Rosenberg","",false,28,"Apr. 21, 1971","Bostic v. United States (No. 5250), 402 U.S. 547 (1971)","1970 J. Sup. Ct. U.S. 492",""
243,84,"Christine Y. Denson","North Carolina Ass't Attorney General",false,1,"Oct. 14, 1971","Britt v. North Carolina (No. 70-5041), 404 U.S. 226 (1971)","1971 J. Sup. Ct. U.S. 125",""
244,82,"Elizabeth R. Rindskopf","",false,2,"Dec. 8, 1971","Gooding v. Wilson (No. 70-26), 405 U.S. 518 (1972)","1971 J. Sup. Ct. U.S. 238",""
245,85,"Sarah R. Weddington","Austin, TX",false,1,"Dec. 13, 1971","Roe v. Wade (No. 70-18), 410 U.S. 113 (1973)","1971 J. Sup. Ct. U.S. 240",""
246,86,"Margie Pitts Hames","Atlanta, GA",false,1,"Dec. 13, 1971","Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)","1971 J. Sup. Ct. U.S. 240",""
247,83,"Dorothy T. Beasley","",false,2,"Dec. 13, 1971","Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)","1971 J. Sup. Ct. U.S. 240",""
248,70,"Louise Korns","",false,4,"reargued Jan. 10, 1972","Johnson v. Louisiana (No. 5161), 406 U.S. 356 (1972)","1971 J. Sup. Ct. U.S. 296",""
249,83,"Dorothy T. Beasley","",false,3,"Jan. 17, 1972","Furman v. Georgia (No. 69-5003), 408 U.S. 238 (1972)","1971 J. Sup. Ct. U.S. 319",""
250,83,"Dorothy T. Beasley","",false,4,"Jan. 17, 1972","Jackson v. Georgia (No. 69-5030), 408 U.S. 238 (1972)","1971 J. Sup. Ct. U.S. 319",""
251,87,"Sophia H. Hall","Chicago, IL",false,1,"Jan. 19, 1972","Grayned v. City of Rockford (No. 70-5106), 408 U.S. 104 (1972)","1971 J. Sup. Ct. U.S. 221",""
252,83,"Dorothy T. Beasley","",false,5,"Feb. 22, 1972","Peters v. Kiff (No. 71-5078), 407 U.S. 493 (1972)","1971 J. Sup. Ct. U.S. 379",""
253,88,"Winifred L. Wentworth","Florida Ass't Attorney General",false,1,"Mar. 29, 1972","Pennsylvania v. New York (No. 40, Original), 407 U.S 206 (1972)","1971 J. Sup. Ct. U.S. 468",""
254,89,"Carmen L. Massey","Contra Costa (CA) Legal Services Foundation",false,1,"Apr. 10, 1972","Carleson v. Remillard (No. 70-250), 406 U.S. 598 (1972)","1971 J. Sup. Ct. U.S. 485",""
255,72,"Maria L. Marcus","",false,4,"Apr. 17, 1972","Mancusi v. Stubbs (No. 71-237), 408 U.S. 204 (1972)","1971 J. Sup. Ct. U.S. 511",""
256,85,"Sarah R. Weddington","",false,2,"reargued Oct. 11, 1972","Roe v. Wade (No. 70-18), 410 U.S. 113 (1973)","1972 J. Sup. Ct. U.S. 113",""
257,86,"Margie Pitts Hames","",false,2,"reargued Oct. 11, 1972","Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)","1972 J. Sup. Ct. U.S. 113",""
258,83,"Dorothy T. Beasley","",false,6,"reargued Oct. 11, 1972","Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)","1972 J. Sup. Ct. U.S. 113","originally listed as her 2nd argument"
259,73,"Phyllis Skloot Bamberger","",false,2,"Nov. 6, 1972","United States v. Mara (No. 71-850), 410 U.S. 19 (1973)","1972 J. Sup. Ct. U.S. 196",""
260,90,"Ann S. Torregrossa","Philadelphia, PA",false,1,"Dec. 6-7, 1972","Goosby v. Osser (No. 71-6316), 409 U.S. 512","1972 J. Sup. Ct. U.S. 260, 261",""
261,91,"Lillian Z. Cohen","New York Ass't Attorney General",false,1,"Jan. 9, 1973","Oswald v. Rodriguez (No. 71-1369), 411 U.S. 475 (1973)","1972 J. Sup. Ct. U.S. 339",""
262,92,"Ruth B. Ginsburg","American Civil Liberties Union",false,1,"Jan. 17, 1973","Frontiero v. Richardson (No. 71-1694), 411 U.S. 677 (1973)","1972 J. Sup. Ct. U.S. 360","aka Ruth Bader Ginsburg"
263,93,"Betty Jo Christian","Interstate Commerce Commission",false,1,"Feb. 28, 1973","Interstate Commerce Commission v. Wichita Board of Trade (No. 72-433), 412 U.S. 800 (1973)","1972 J. Sup. Ct. U.S. 442",""
264,62,"Jean M. Coon","",false,3,"Mar. 19, 1973","Levitt v. Committee for Public Education and Religious Liberty (No. 72-269), 413 U.S. 472 (1973)","1972 J. Sup. Ct. U.S. 339",""
265,55,"Jewell S. Lafontant","",false,2,"Mar. 19, 1973","United States v. Mississippi State Tax Commission (No. 72-350), 412 U.S. 363 (1973)","1972 J. Sup. Ct. U.S. 475",""
266,41,"Marjorie H. Matson","",false,2,"Mar. 20, 1973","Pittsburgh Press Co. v. Pittsburgh Commission on Human Rights (No. 72-419), 413 U.S. 376 (1973)","1972 J. Sup. Ct. U.S. 477",""
267,62,"Jean M. Coon","",false,4,"Apr. 16, 1973","Nyquist v. Committee for Public Education (No. 72-791), 413 U.S. 756 (1973)","1972 J. Sup. Ct. U.S. 533",""
268,62,"Jean M. Coon","",false,5,"Apr. 17-18, 1973","New York State Dep't of Social Services v. Dublino (No. 72-792), and Onondaga County Dep't of Social Services v. Dublino (No. 72-802), 413 U.S. 405 (1973)","1972 J. Sup. Ct. U.S. 536, 538",""
269,94,"Marguerite M. Buckley","Venice, CA",false,1,"Oct. 9, 1973","Lubin v. Panish (No. 71-6852), 415 U.S. 709 (1974)","1973 J. Sup. Ct. U.S. 110",""
270,66,"Brenda Soloff","",false,4,"Oct. 10, 1973","Lefkowitz v. Turley (No. 72-331), 414 U.S. 70 (1973)","1973 J. Sup. Ct. U.S. 110",""
271,95,"Jane M. Picker","Women's Law Fund, Cleveland, OH",false,1,"Oct. 15, 1973","Cleveland Board of Education v. LaFleur (No. 72-777), 414 U.S. 632 (1974)","1973 J. Sup. Ct. U.S. 130",""
272,55,"Jewell S. Lafontant","",false,3,"Oct. 17, 1973","Marshall v. United States (No. 72-5881), 414 U.S. 417 (1974)","1973 J. Sup. Ct. U.S. 133","first name originally spelled Jewel"
273,96,"Harriet S. Shapiro","Assistant Solicitor General",false,1,"Oct. 17, 1973","The Renegotiation Board v. Bannercraft Clothing Co. (No. 72-822), 415 U.S. 1 (1974)","1973 J. Sup. Ct. U.S. 133",""
274,97,"Gloria T. Svanas","Odessa TX",false,1,"Nov. 5, 1973","Hainsworth v. White (No. 72-942), 415 U.S. 767 (1974)","1973 J. Sup. Ct. U.S. 175",""
275,98,"Mary M. Schroeder","Washington, DC",false,1,"Nov. 6, 1973","Memorial Hospital v. Maricopa County (No. 72-847), 415 U.S. 250 (1974)","1973 J. Sup. Ct. U.S. 176",""
276,55,"Jewell S. Lafontant","",false,4,"Nov. 13-14, 1973","United States v. Maze (No. 72-1168), 414 U.S. 395 (1974)","1973 J. Sup. Ct. U.S. 194, 195","first name originally spelled Jewel"
277,49,"Anna R. Lavin","",false,4,"Dec. 12, 1973","United States v. Kahn (No. 72-1328), 415 U.S. 143 (1974)","1973 J. Sup. Ct. U.S. 259",""
278,92,"Ruth B. Ginsburg","",false,2,"Feb. 25-26, 1974","Kahn v. Shevin (No. 73-78), 416 U.S. 351 (1974)","1973 J. Sup. Ct. U.S. 388, 389",""
279,99,"Jane G. Stevens","Chicago, IL, Legal Assistance Foundation",false,1,"Mar. 18, 1974","Jimenez v. Weinberger (No. 72-6609), 417 U.S. 628 (1974)","1973 J. Sup. Ct. U.S. 425",""
280,100,"Joanne Condas","California Deputy Attorney General",false,1,"Mar. 26, 1974","Geduldig v. Aiello (No. 73-640), 417 U.S. 484 (1974)","1973 J. Sup. Ct. U.S. 445",""
281,101,"Wendy W. Williams","Legal Aid Society, San Mateo, CA",false,1,"Mar. 26, 1974","Geduldig v. Aiello (No. 73-640), 417 U.S. 484 (1974)","1973 J. Sup. Ct. U.S. 445",""
