usCite,caseName,dateDecision
"14 U.S. 1","Henry v. Ball","1816-02-10"
"14 U.S. 6","Davis v. Wood","1816-02-12"
"14 U.S. 9","The Samuel","1816-02-16"
"14 U.S. 20","The Octavia","1816-02-13"
"14 U.S. 25","The Mary and Susan","1816-02-14"
"14 U.S. 46","The Mary and Susan","1816-02-14"
"14 U.S. 62","The Rugen","1816-02-19"
"14 U.S. 75","Thompson v. Gray","1816-02-26"
"14 U.S. 85","Anderson v. Longden","1816-02-23"
"14 U.S. 91","Corporation of New Orleans v. Winter","1816-02-28"
"14 U.S. 96","The Aurora","1816-02-29"
"14 U.S. 112","The Venus","1816-03-02"
"14 U.S. 115","Preston v. Browder","1816-03-04"
"14 U.S. 125","The Astrea","1816-03-04"
"14 U.S. 130","Matson v. Hord","1816-03-05"
"14 U.S. 141","Tailor v. Walton","1816-03-06"
"14 U.S. 151","Barr v. Lapsley","1816-03-06"
"14 U.S. 155","Danforth's Lessee v. Thomas","1816-03-08"
"14 U.S. 159","The Antonia Johanna","1816-03-08"
"14 U.S. 171","The Nereide","1816-03-08"
"14 U.S. 179","Hepburn and Dundas's Heirs v. Dunlop & Co","1816-03-09"
"14 U.S. 208","The St. Joze Indiano","1816-03-09"
"14 U.S. 215","Renner & Bussard v. Marshall","1816-03-12"
"14 U.S. 219","Morean v. United States Ins. Co","1816-03-11"
"14 U.S. 233","Welch v. Mandeville","1816-03-11"
"14 U.S. 238","L'Invincible","1816-03-01"
"14 U.S. 261","The Edward","1816-03-16"
"14 U.S. 279","Mutual Assurance Soc. v. Watts' Executor","1816-03-13"
"14 U.S. 292","Walden v. Heirs of Gratz","1816-03-18"
"14 U.S. 298","The Harrison","1816-03-18"
"14 U.S. 300","Harden v. Fisher","1816-03-15"
"14 U.S. 304","Martin v. Hunter's Lessee","1816-03-20"
"14 U.S. 382","The Commercen","1816-03-22"
"14 U.S. 408","The George",""
"14 U.S. 415","United States v. Coolidge","1816-03-21"
"14 U.S. 417","The St. Nicholas","1816-03-21"
"14 U.S. 432","Russel v. Trustees of the Transylvania Univ","1816-03-22"
"14 U.S. 439","The Elsineur","1816-03-21"
"14 U.S. 440","The Hiram","1816-03-22"
"14 U.S. 447","Ammidon v. Smith","1816-03-22"
"14 U.S. 462","Jones v. Shore's Executor","1816-03-06"
"14 U.S. 476","Patton's Lessee v. Easton","1816-03-07"
"14 U.S. 482","Ross v. Reed","1816-03-22"
"15 U.S. 1","Slocum v. Mayberry","1817-02-12"
"15 U.S. 13","Greenleaf v. Cook","1817-02-08"
"15 U.S. 18","Otis v. Walter","1817-02-21"
"15 U.S. 25","McIver v. Ragan","1817-02-10"
"15 U.S. 32","Hunter v. Bryant","1817-03-12"
"15 U.S. 45","Duvall v. Craig","1817-02-27"
"15 U.S. 66","Cooledge v. Payson","1817-02-21"
"15 U.S. 76","The Dos Hermanos","1817-03-03"
"15 U.S. 100","Beverly v. Brooke","1817-02-19"
"15 U.S. 111","McCoul v. Lekamp's Administratrix","1817-02-24"
"15 U.S. 119","United States v. Sheldon","1817-02-26"
"15 U.S. 123","The Mary","1817-02-14"
"15 U.S. 132","The San Pedro","1817-03-01"
"15 U.S. 143","The Ariadne","1817-02-14"
"15 U.S. 148","The William King","1817-03-04"
"15 U.S. 161","The Fortuna","1817-03-17"
"15 U.S. 169","The Bothnea","1817-03-04"
"15 U.S. 178","Laidlaw v. Organ","1817-03-15"
"15 U.S. 196","Rutherford v. Greene's Heirs","1817-03-04"
"15 U.S. 206","Johnson v. Pannel's Heirs","1817-03-06"
"15 U.S. 221","Patterson v. United States","1817-03-13"
"15 U.S. 227","The Pizarro","1817-03-05"
"15 U.S. 248","United States v. Tenbroek","1817-03-15"
"15 U.S. 259","Chirac v. Lessee of Chirac","1817-03-14"
"15 U.S. 278","The George","1817-03-15"
"15 U.S. 287","The Argo","1817-03-11"
"15 U.S. 290","Morgan's Heirs v. Morgan","1817-03-11"
"15 U.S. 306","Liter v. Green","1817-03-13"
"15 U.S. 316","Shipp v. Miller's Heirs","1817-03-11"
"15 U.S. 327","The Anna Maria","1817-03-13"
"15 U.S. 336","Colson v. Thompson","1817-03-12"
"15 U.S. 345","The Eleanor","1817-03-15"
"15 U.S. 363","Inglee v. Coolidge","1817-03-13"
"15 U.S. 369","McCluny v. Silliman","1817-03-13"
"15 U.S. 371","The London Packet","1817-03-10"
"15 U.S. 373","Lenox v. Roberts","1817-03-15"
"15 U.S. 377","Colson v. Lewis","1817-03-14"
"15 U.S. 380","Leeds v. Marine Ins. Co. of Alexandria","1817-03-15"
"15 U.S. 385","Raborg v. Peyton","1817-03-15"
"15 U.S. 390","Union Bank of Georgetown v. Laird","1817-03-15"
"15 U.S. 395","United States v. Barker","1817-03-15"
"15 U.S. 396","Thelusson v. Smith","1817-03-15"
"16 U.S. 1","Jackson v. Clarke","1818-02-05"
"16 U.S. 14","The Friendschaft","1818-02-06"
"16 U.S. 53","McIver v. Kyger","1818-02-10"
"16 U.S. 58","The Diana","1818-02-10"
"16 U.S. 59","The New-York","1818-02-10"
"16 U.S. 77","The Samuel","1818-02-11"
"16 U.S. 78","The San Pedro","1818-02-11"
"16 U.S. 78","The Star","1818-02-16"
"16 U.S. 101","Lanusse v. Barker","1818-02-17"
"16 U.S. 159","Hughes v. Union Ins. Co","1818-02-18"
"16 U.S. 168","Swan v. Union Ins. Co. of Maryland","1818-02-18"
"16 U.S. 172","Dugan v. United States","1818-02-19"
"16 U.S. 183","Olivera v. Union Ins. Co","1818-02-19"
"16 U.S. 200","Shepherd v. Hampton","1818-02-19"
"16 U.S. 204","Patton v. Nicholson","1818-02-19"
"16 U.S. 212","Robinson v. Campbell","1818-02-24"
"16 U.S. 231","Dunlop v. Hepburn","1818-02-24"
"16 U.S. 232","United States v. 150 Crates of Earthen-ware","1818-02-24"
"16 U.S. 234","Hampton v. McConnel","1818-02-24"
"16 U.S. 236","The Fortuna","1818-02-26"
"16 U.S. 246","Gelston v. Hoyt","1818-02-27"
"16 U.S. 336","United States v. Bevans","1818-02-21"
"16 U.S. 392","The Aeolus","1818-02-27"
"16 U.S. 409","The Atalanta","1818-03-04"
"16 U.S. 433","Houston v. Moore","1818-03-02"
"16 U.S. 435","The Anne","1818-03-07"
"16 U.S. 449","Brown v. Jackson","1818-03-07"
"16 U.S. 454","Evans v. Eaton","1818-03-07"
"16 U.S. 520","Lenox v. Prout","1818-03-09"
"16 U.S. 529","Burton's Lessee v. Williams","1818-03-09"
"16 U.S. 541","Murray's Lessee v. Baker","1818-03-09"
"16 U.S. 546","The Amiable Nancy","1818-03-11"
"16 U.S. 563","Craig v. Leslie","1818-03-11"
"16 U.S. 591","Cameron v. McRoberts","1818-03-07"
"16 U.S. 594","Craig v. Radford","1818-02-25"
"16 U.S. 600","Ross v. Triplett","1818-03-12"
"16 U.S. 601","The Neptune","1818-03-13"
"16 U.S. 610","United States v. Palmer","1818-03-14"
"17 U.S. 1","Trustees Phila. Baptist v. Hart's Executors","1819-02-03"
"17 U.S. 52","The Divina Pastora","1819-02-05"
"17 U.S. 73","Evans v. Phillips","1819-02-11"
"17 U.S. 74","Van Ness v. Buel","1819-02-08"
"17 U.S. 77","Williams v. Peyton's Lessee","1819-02-08"
"17 U.S. 84","The Experiment",""
"17 U.S. 85","Weightman v. Caldwell","1819-02-10"
"17 U.S. 98","The Sybil","1819-02-15"
"17 U.S. 100","The Caledonian","1819-02-16"
"17 U.S. 103","The Langdon Cheves","1819-02-16"
"17 U.S. 105","The Friendschaft","1819-02-25"
"17 U.S. 108","United States v. Howland and Allen","1819-02-17"
"17 U.S. 122","Sturges v. Crowninshield","1819-02-17"
"17 U.S. 209","McMillan v. McNeill","1819-02-20"
"17 U.S. 213","Barr v. Gratz's Heirs","1819-02-19"
"17 U.S. 225","Elliason v. Henshaw","1819-02-20"
"17 U.S. 230","Somerville's Executors v. Hamilton","1819-02-20"
"17 U.S. 235","Bank of Columbia v. Okely","1819-02-22"
"17 U.S. 246","United States v. Rice","1819-02-22"
"17 U.S. 255","Brown v. Gilman","1819-02-24"
"17 U.S. 298","The Estrella","1819-03-02"
"17 U.S. 311","Miller v. Nicholls","1819-03-09"
"17 U.S. 316","McCulloch v. Maryland","1819-03-06"
"17 U.S. 438","The General Smith","1819-03-10"
"17 U.S. 444","McIver's Lessee v. Walker","1819-03-11"
"17 U.S. 453","Orr v. Hodgson","1819-03-10"
"17 U.S. 466","Astor v. Wells","1819-03-06"
"17 U.S. 488","McArthur v. Browder","1819-03-12"
"17 U.S. 497","The Neustra Senora de la Caridad","1819-03-12"
"17 U.S. 503","Wheaton v. Sexton's Lessee","1819-03-12"
"17 U.S. 508","Sergeant's Lessee v. Biddle","1819-03-12"
"17 U.S. 513","Boyd's Lessee v. Graves","1819-03-12"
"17 U.S. 518","Trustees of Dartmouth College v. Woodward","1819-02-25"
"18 U.S. 1","Houston v. Moore","1820-02-16"
"18 U.S. 76","United States v. Wiltberger","1820-02-18"
"18 U.S. 116","McClung v. Ross","1820-02-14"
"18 U.S. 127","The Venus","1820-02-21"
"18 U.S. 132","The London Packet","1820-02-29"
"18 U.S. 144","United States v. Klintock","1820-02-24"
"18 U.S. 153","United States v. Smith","1820-02-25"
"18 U.S. 184","United States v. Furlong","1820-03-01"
"18 U.S. 207","Stevenson's Heirs v. Sullivant","1820-03-04"
"18 U.S. 269","Perkins v. Ramsey","1820-03-06"
"18 U.S. 277","Mandeville v. Welch","1820-03-07"
"18 U.S. 291","Wallace v. Anderson","1820-03-08"
"18 U.S. 293","Polk's Lessee v. Wendell","1820-03-09"
"18 U.S. 313","Marshall v. Beverley","1820-03-09"
"18 U.S. 317","Loughborough v. Blake","1820-03-10"
"18 U.S. 326","Mechanics' Bank of Alexandria v. Bank of Columbia","1820-03-13"
"18 U.S. 338","The Josefa Segunda","1820-03-13"
"18 U.S. 359","Blake v. Doherty","1820-03-13"
"18 U.S. 374","Handley's Lessee v. Anthony","1820-03-14"
"18 U.S. 385","La Amistad de Rues","1820-03-14"
"18 U.S. 394","Lyle v. Rodgers","1820-03-15"
"18 U.S. 412","United States v. Holmes","1820-03-15"
"18 U.S. 420","Owings v. Speed","1820-03-16"
"18 U.S. 424","Conn v. Penn","1820-03-16"
"18 U.S. 429","Campbell v. Pratt","1820-03-17"
"18 U.S. 433","The Atalanta","1820-03-17"
"18 U.S. 434","United States v. Lancaster","1820-03-16"
"19 U.S. 1","The Amiable Isabella","1821-02-22"
"19 U.S. 102","Bussard v. Levering","1821-02-07"
"19 U.S. 104","Lindenberger v. Beall","1821-02-07"
"19 U.S. 106","Mechanics' Bank of Alexandria v. Withers","1821-02-09"
"19 U.S. 109","Hopkins v. Lee","1821-02-12"
"19 U.S. 119","Thatcher v. Powell","1821-02-12"
"19 U.S. 128","Randolph v. Barbour","1821-02-12"
"19 U.S. 129","Mayhew v. Thatcher","1821-02-12"
"19 U.S. 131","Farmers and Mechanics' Bank of Pa. v. Smith","1821-02-12"
"19 U.S. 135","United States v. Wilkins","1821-02-14"
"19 U.S. 146","Young v. Bryan","1821-02-22"
"19 U.S. 152","The Bello Corrunes","1821-02-26"
"19 U.S. 176","Smith v. Universal Ins. Co","1821-02-26"
"19 U.S. 187","The Robert Edwards","1821-02-26"
"19 U.S. 193","The Nueva Anna","1821-02-27"
"19 U.S. 194","The Collector","1821-03-02"
"19 U.S. 204","Anderson v. Dunn","1821-03-02"
"19 U.S. 235","La Conception","1821-03-08"
"19 U.S. 240","Willinks v. Hollingsworth","1821-03-08"
"19 U.S. 260","Green v. Watkins","1821-03-08"
"19 U.S. 264","Cohens v. Virginia","1821-03-05"
"19 U.S. 448","Gibbons v. Ogden","1821-03-15"
"19 U.S. 450","Sullivan v. Fulton Steam Boat Co","1821-03-08"
"19 U.S. 452","The Jonquille","1821-03-08"
"19 U.S. 453","Hughes v. Blake","1821-03-10"
"19 U.S. 475","Bartle v. Coleman","1821-03-12"
"19 U.S. 481","Prevost v. Gratz","1821-03-13"
"19 U.S. 514","Bowie v. Henderson","1821-03-13"
"19 U.S. 519","Spring v. South Carolina Ins. Co","1821-03-15"
"19 U.S. 520","United States v. Six Packages of Goods","1821-03-14"
"19 U.S. 528","Brashier v. Gratz","1821-03-14"
"19 U.S. 542","United States v. Daniel","1821-03-13"
"19 U.S. 550","Kerr v. Watts","1821-03-16"
"19 U.S. 565","Leeds v. Marine Ins. Co","1821-03-16"
"19 U.S. 572","Union Bank v. Hyde","1821-03-16"
"19 U.S. 577","Clark v. Graham","1821-03-16"
"19 U.S. 580","Preston's Heirs v. Bowmar","1821-03-16"
"19 U.S. 583","Otis v. Walter","1821-03-16"
"19 U.S. 593","Goszler v. Corporation of Georgetown","1821-03-16"
"19 U.S. 598","McClung v. Silliman","1821-03-08"
"19 U.S. 606","Mutual Assurance Soc. v. Faxon","1821-03-16"
"20 U.S. 1","Miller v. Kerr","1821-03-15"
"20 U.S. 7","Newsom v. Pryor's Lessee","1822-02-11"
"20 U.S. 13","Tayloe v. Sandiford","1822-02-12"
"20 U.S. 23","Taylor's Lessee v. Myers","1822-02-12"
"20 U.S. 27","Green v. Watkins","1822-02-12"
"20 U.S. 35","Page's Administrators v. Bank of Alexandria","1822-02-14"
"20 U.S. 38","Ex Parte Kearney","1822-02-15"
"20 U.S. 46","Bayley v. Greenleaf","1822-02-18"
"20 U.S. 58","Browder v. McArthur","1822-02-21"
"20 U.S. 59","Ricard v. Williams","1822-02-28"
"20 U.S. 122","Bouldin v. Massie's Heirs","1822-03-01"
"20 U.S. 158","Watts v. Lindsey's Heirs","1822-03-01"
"20 U.S. 164","Matthews v. Zane","1822-03-01"
"20 U.S. 212","Hoofnagle v. Anderson","1822-03-02"
"20 U.S. 218","Brown v. Jackson","1822-03-05"
"20 U.S. 248","Blunt's Lessee v. Smith","1822-03-07"
"20 U.S. 283","The Santissima Trinidad","1822-03-12"
"20 U.S. 356","Evans v. Eaton","1822-03-21"
"20 U.S. 453","Evans v. Hettich","1822-03-21"
"20 U.S. 471","The Gran Para","1822-03-16"
"20 U.S. 490","The Santa Maria","1822-03-14"
"20 U.S. 496","The Arrogante Barcelones","1822-03-19"
"20 U.S. 520","The Monte Allegre","1822-03-20"
"20 U.S. 522","Crocket v. Lee","1822-03-12"
"20 U.S. 530","Macker's Heirs v. Thomas","1822-03-15"
"20 U.S. 534","Columbian Ins. Co. v. Wheelright","1822-03-21"
"20 U.S. 535","Blight's Lessee v. Rochester","1822-03-20"
"20 U.S. 551","The Irresistible","1822-03-21"
"20 U.S. 553","Holbrook v. Union Bank of Alexandria","1822-03-21"
"20 U.S. 556","Marbury v. Brooks","1822-03-22"
"20 U.S. 581","Dorr v. Pacific Ins. Co","1822-03-21"
"21 U.S. 1","Green v. Biddle","1823-02-27"
"21 U.S. 108","La Nereyda","1823-03-15"
"21 U.S. 174","Hunt v. Rousmanier's Adsministrators","1823-03-14"
"21 U.S. 217","Goldsborough v. Orr","1822-03-19"
"21 U.S. 229","Sexton v. Wheaton","1823-02-13"
"21 U.S. 253","United States v. Wilson","1823-02-14"
"21 U.S. 257","Greeley v. United States","1823-02-14"
"21 U.S. 261","The Experiment","1823-02-15"
"21 U.S. 268","Spring v. South Carolina Ins. Co","1823-02-21"
"21 U.S. 294","Hughes v. Union Ins. Co of Baltimore","1823-02-17"
"21 U.S. 312","Buel v. Van Ness","1823-02-18"
"21 U.S. 326","Nicholls v. Webb","1823-02-22"
"21 U.S. 338","Fleckner v. Bank of United States","1823-02-28"
"21 U.S. 365","Nicholas v. Anderson","1823-02-24"
"21 U.S. 371","The Pitt","1823-03-01"
"21 U.S. 380","The Mary Ann","1823-03-01"
"21 U.S. 391","The Sarah","1823-03-04"
"21 U.S. 398","The Frances and Eliza","1823-03-07"
"21 U.S. 407","The Luminary","1823-03-07"
"21 U.S. 421","Wormley v. Wormley","1823-03-12"
"21 U.S. 464","Society for Propagation of Gospel v. New Haven","1823-03-12"
"21 U.S. 495","Daly's Lessee v. James","1823-03-13"
"21 U.S. 543","Johnson's Lessee v. McIntosh","1823-02-28"
"21 U.S. 605","Gracie v. Palmer","1823-03-14"
"21 U.S. 642","Childress v. Emory","1823-03-14"
"21 U.S. 675","Siglar v. Haywood","1823-02-05"
"21 U.S. 681","Corporation of City of Washington v. Pratt","1823-03-15"
"21 U.S. 690","Sneed v. Wister","1823-03-15"
"21 U.S. 697","Hugh v. Higgs","1823-03-14"
"21 U.S. 699","Gracie v. Palmer","1823-03-14"
"22 U.S. 1","Gibbons v. Ogden","1824-03-02"
"22 U.S. 241","Kirk v. Smith","1824-02-16"
"22 U.S. 325","Taylor v. Mason","1824-02-03"
"22 U.S. 354","M'Crerry's Lessee v. Somerville","1824-02-16"
"22 U.S. 362","The Apollon","1824-03-22"
"22 U.S. 381","The Emily","1824-02-24"
"22 U.S. 391","The Merino","1824-03-05"
"22 U.S. 409","The St. Jago de Cuba","1824-03-15"
"22 U.S. 421","The Margaret","1824-02-28"
"22 U.S. 430","Two Hundred Chests of Tea","1824-03-15"
"22 U.S. 445","Mason v. Muncaster","1824-03-11"
"22 U.S. 469","Doddridge v. Thompson","1824-03-23"
"22 U.S. 483","Riggs v. Tayloe","1824-03-09"
"22 U.S. 489","Hughes v. Edwards","1824-03-16"
"22 U.S. 502","Stephens v. McCargo","1824-02-18"
"22 U.S. 515","Love v. Simm's Lessee","1824-02-28"
"22 U.S. 526","Stewart v. Ingle","1824-03-24"
"22 U.S. 527","Peyton v. Robertson","1824-03-12"
"22 U.S. 529","Ex Parte Burr","1824-03-17"
"22 U.S. 532","Smith v. McIver","1824-03-03"
"22 U.S. 537","Mollan v. Torrance","1824-03-10"
"22 U.S. 541","Den v. Turner","1824-03-09"
"22 U.S. 553","Catlett v. Brodie","1824-03-23"
"22 U.S. 556","Baits v. Peters","1824-02-17"
"22 U.S. 558","Sebree v. Dorr","1824-03-06"
"22 U.S. 565","Kerr v. Devisees of Moon","1824-03-23"
"22 U.S. 573","Meredith v. Picket","1824-03-03"
"22 U.S. 576","Walden v. Craig","1824-03-03"
"22 U.S. 579","United States v. Perez","1824-03-23"
"22 U.S. 581","Renner v. Bank of Columbia","1824-03-05"
"22 U.S. 598","McGruder v. Bank of Washington","1824-03-13"
"22 U.S. 603","Ex parte Wood","1824-03-20"
"22 U.S. 616","The Monte Allegre","1824-03-16"
"22 U.S. 650","McIver v. Wattles","1824-02-17"
"22 U.S. 651","Walton v. United States","1824-03-17"
"22 U.S. 658","The Fanny","1824-02-28"
"22 U.S. 673","Danforth v. Wear","1824-03-06"
"22 U.S. 680","Miller v. Stewart","1824-02-28"
"22 U.S. 720","United States v. Kirkpatrick","1824-03-23"
"22 U.S. 738","Osborn v. Bank of United States","1824-03-19"
"22 U.S. 904","Bank of United States v. Planters' Bank of Ga","1824-03-22"
"23 U.S. 1","Wayman v. Southard","1825-03-01"
"23 U.S. 51","Bank of United States v. Halstead","1825-03-02"
"23 U.S. 66","Bank of United States v. January","1825-03-02"
"23 U.S. 66","The Antelope","1825-03-15"
"23 U.S. 133","The Plattsburgh","1825-03-14"
"23 U.S. 146","Thomas v. Brockenbrough","1825-02-18"
"23 U.S. 152","Elmendorf v. Taylor","1825-03-10"
"23 U.S. 181","Carneal v. Banks","1825-02-19"
"23 U.S. 192","McCormick v. Sullivant","1825-03-16"
"23 U.S. 204","Wright v. Denn","1825-03-04"
"23 U.S. 246","United States v. Morris","1825-03-16"
"23 U.S. 306","The Dos Hermanos","1825-03-07"
"23 U.S. 312","The Josefa Segunda","1825-03-21"
"23 U.S. 333","Bank of United States v. Bank of Georgia","1825-03-19"
"23 U.S. 358","Keplinger v. De Young","1825-03-19"
"23 U.S. 367","De Wolf v. Johnson","1825-03-21"
"23 U.S. 395","Brent v. Davis","1825-03-21"
"23 U.S. 406","Corp. of Washington ex rel. McCue v. Young","1825-03-21"
"23 U.S. 411","Janney v. Columbian Ins. Co","1825-03-04"
"23 U.S. 421","Sixty Pipes of Brandy","1825-03-16"
"23 U.S. 428","The Steamboat Thomas Jefferson","1825-03-21"
"23 U.S. 431","The Santa Maria","1825-02-26"
"23 U.S. 449","Day v. Chism","1825-02-23"
"23 U.S. 454","McDowell v. Peyton","1825-03-03"
"23 U.S. 465","Darby's Lessee v. Mayer","1825-03-12"
"23 U.S. 473","Manro v. Almeida.","1825-03-09"
"23 U.S. 497","The Gran Para","1825-03-10"
"23 U.S. 502","The Palmyra","1825-02-19"
"24 U.S. 1","The Marianna Flora","1826-03-06"
"24 U.S. 59","Etting v. Bank of United States","1826-03-16"
"24 U.S. 78","Brooks v. Marbury","1826-02-20"
"24 U.S. 103","Harding v. Handy","1826-03-11"
"24 U.S. 134","Cassell v. Carroll","1826-03-20"
"24 U.S. 171","Bank of United States v. Smith","1826-02-13"
"24 U.S. 184","United States v. Vanzandt","1826-02-16"
"24 U.S. 192","Otis v. Walter","1826-02-13"
"24 U.S. 199","Hinde's Lessee v. Longworth","1826-02-23"
"24 U.S. 215","Littlepage v. Fowler","1826-02-22"
"24 U.S. 226","Taylor's Devisee v. Owing","1826-02-23"
"24 U.S. 237","Perkins v. Hart","1826-03-02"
"24 U.S. 258","Armstrong v. Toler","1826-03-04"
"24 U.S. 280","Chirac v. Reinicker","1826-02-20"
"24 U.S. 304","Finley v. Bank of United States","1826-03-02"
"24 U.S. 309","Wetzell v. Bussard","1826-02-11"
"24 U.S. 320","Fowle v. Common Council of Alexandria","1826-03-11"
"24 U.S. 325","Piles v. Bouldin","1826-03-07"
"24 U.S. 332","Doe v. Robertson","1826-03-04"
"24 U.S. 361","Shelby v. Guy","1826-03-18"
"24 U.S. 375","Walker v. Griffin's Heirs","1826-03-10"
"24 U.S. 380","Doc v. Winn","1826-03-08"
"24 U.S. 392","United States v. Amedy","1826-03-21"
"24 U.S. 413","The Antelope","1826-03-16"
"24 U.S. 414","Williams v. Bank of United States","1826-03-14"
"24 U.S. 415","Barnes v. Williams","1826-03-14"
"24 U.S. 417","United States v. Kelly","1826-03-10"
"24 U.S. 419","United States v. Tappan","1826-03-16"
"24 U.S. 429","Chace v. Vasquez","1826-02-15"
"24 U.S. 431","Mills v. Bank of United States","1826-03-14"
"24 U.S. 441","Miller's Heirs v. McIntire","1826-03-14"
"24 U.S. 446","Carnochan v. Christie","1826-03-21"
"24 U.S. 467","United States v. Ortega","1826-03-10"
"25 U.S. 1","The Palmyra","1827-01-15"
"25 U.S. 19","Martin v. Mott","1827-02-02"
"25 U.S. 40","Clark v. Mayor, Alderman, Corp. of Washington","1827-02-07"
"25 U.S. 64","Bank of United States v. Dandridge","1827-02-28"
"25 U.S. 117","Williams v. Norris","1827-01-19"
"25 U.S. 129","Montgomery v. Hernandez","1827-02-22"
"25 U.S. 135","Winn's Heirs v. Jackson","1827-02-01"
"25 U.S. 136","Postmaster General v. Early","1827-03-15"
"25 U.S. 153","Jackson v. Chew","1827-02-08"
"25 U.S. 169","Armstrong v. Lear","1827-02-21"
"25 U.S. 177","Rankin v. Scott","1827-01-23"
"25 U.S. 180","United States v. Tillotson","1827-03-02"
"25 U.S. 183","Thornton v. Wynn","1827-02-13"
"25 U.S. 193","Mallow v. Hinde","1827-02-17"
"25 U.S. 199","Connor v. Featherstone","1827-02-01"
"25 U.S. 206","Edwards' Lessee v. Darby","1827-01-29"
"25 U.S. 212","Devereaux v. Marr","1827-01-17"
"25 U.S. 213","Ogden v. Saunders","1827-03-13"
"25 U.S. 370","Mason v. Haile","1827-02-27"
"25 U.S. 383","Columbian Ins. Co. v. Catlett","1827-03-09"
"25 U.S. 408","General Interest Ins. Co. v. Ruggles","1827-03-12"
"25 U.S. 419","Brown v. Maryland","1827-03-12"
"25 U.S. 460","United States v. Gooding","1827-03-16"
"25 U.S. 480","United States v. Marchant","1827-03-12"
"25 U.S. 486","United States v. 350 Chests of Tea","1827-03-15"
"25 U.S. 498","Potter v. Gardner","1827-02-09"
"25 U.S. 505","United States v. Nicholl","1827-03-05"
"25 U.S. 511","McGill v. Bank of United States","1827-02-20"
"25 U.S. 515","Drummond v. Executors of Prestman","1827-03-09"
"25 U.S. 523","Harcourt v. Gaillard","1827-03-03"
"25 U.S. 530","Henderson v. Poindexter's Lessee","1827-03-07"
"25 U.S. 546","The Antelope","1827-03-10"
"25 U.S. 554","McLemore v. Powell","1827-02-20"
"25 U.S. 559","United States v. Barker","1827-02-23"
"25 U.S. 561","Parker v. Judges of Circuit Court of Md","1827-02-20"
"25 U.S. 565","Thompson v. Peter","1827-03-07"
"25 U.S. 568","Williamson v. Daniel","1827-03-16"
"25 U.S. 570","Newman v. Jackson","1827-03-05"
"25 U.S. 574","Dunlap v. Dunlap","1827-02-17"
"25 U.S. 582","McConnell v. Trustees of Town of Lexington","1827-02-22"
"25 U.S. 586","Chotard v. Pope","1827-02-10"
"25 U.S. 590","Mason v. Matilda","1827-03-16"
